gene,gene_index,PC,loading,abs_loading
NEUROD1,4798,PC1,-0.018689963216189414,0.018689963216189414
GYG1,6634,PC1,-0.018525137582171034,0.018525137582171034
FGD4,20507,PC1,-0.01837134770725991,0.01837134770725991
HSPH1,21908,PC1,0.01836228048870674,0.01836228048870674
CYCS,12038,PC1,0.0183216962787862,0.0183216962787862
FAM162A,6372,PC1,-0.018223498097388404,0.018223498097388404
OAZ1,29505,PC1,0.018039565681619785,0.018039565681619785
EFNA3,2025,PC1,-0.017937410486005764,0.017937410486005764
CCNI,7746,PC1,-0.017799059113756368,0.017799059113756368
PLEKHA5,20377,PC1,0.01766726044792767,0.01766726044792767
IMPDH2,5858,PC1,-0.017580934878672915,0.017580934878672915
STMN2,15014,PC1,-0.01757963745348903,0.01757963745348903
PSMC3IP,27063,PC1,0.0175695772876651,0.0175695772876651
NDUFA4,11938,PC1,-0.01743035950794513,0.01743035950794513
BSG,29407,PC1,-0.017381189731156252,0.017381189731156252
P4HA1,17479,PC1,-0.01731748845348112,0.01731748845348112
SEPT4,27419,PC1,-0.01728802348100609,0.01728802348100609
SOD1,32398,PC1,0.017061524362245357,0.017061524362245357
